               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 111,            0.044101,           0.0097852,           0.0010498,             0.82507,             0.87981,             0.84615,             0.41643,            0.045835,           0.0063112,           0.0028045,             0.00629,             0.00629,             0.00629
                 112,            0.043896,           0.0095403,           0.0011463,             0.86587,             0.90382,             0.90262,             0.43084,            0.041796,           0.0063065,           0.0012857,           0.0062528,           0.0062528,           0.0062528
                 113,            0.042804,            0.010143,           0.0010798,             0.84304,             0.89423,             0.87828,             0.41273,            0.042553,           0.0064089,           0.0024411,           0.0062155,           0.0062155,           0.0062155
                 114,            0.043512,           0.0099824,           0.0011071,             0.77836,             0.77868,             0.74314,             0.31731,            0.050189,           0.0066342,           0.0027069,            0.006178,            0.006178,            0.006178
                 115,            0.043033,            0.010182,           0.0013796,             0.85371,             0.92308,             0.90206,             0.45874,            0.042826,            0.006319,           0.0010879,           0.0061403,           0.0061403,           0.0061403
                 116,            0.044671,           0.0098754,           0.0011276,             0.86434,             0.91346,             0.89435,              0.4343,            0.044508,           0.0068305,           0.0014726,           0.0061025,           0.0061025,           0.0061025
                 117,            0.044597,             0.01011,           0.0012363,             0.78949,             0.86055,             0.80711,             0.31153,            0.045898,           0.0063607,            0.012924,           0.0060645,           0.0060645,           0.0060645
                 118,            0.044669,            0.010365,           0.0041519,             0.59593,             0.82692,             0.66502,             0.27562,            0.051978,           0.0066346,            0.020975,           0.0060264,           0.0060264,           0.0060264
                 119,            0.046004,            0.010429,           0.0022791,             0.80845,             0.75481,             0.84971,             0.34269,            0.047436,           0.0071965,           0.0045451,           0.0059881,           0.0059881,           0.0059881
                 120,             0.04445,           0.0098962,           0.0023149,             0.84101,             0.86538,             0.82252,             0.41161,            0.056255,           0.0068589,           0.0015671,           0.0059497,           0.0059497,           0.0059497
                 121,            0.045073,            0.010133,           0.0014514,             0.73259,             0.79831,             0.69259,             0.20775,            0.057493,           0.0062915,           0.0013684,           0.0059112,           0.0059112,           0.0059112
                 122,             0.04617,            0.010285,             0.00134,             0.87202,             0.91346,             0.93376,             0.47985,             0.04259,           0.0064565,          0.00048464,           0.0058725,           0.0058725,           0.0058725
                 123,            0.042855,            0.009933,          0.00099445,             0.81518,             0.86058,             0.78493,             0.24025,            0.052308,           0.0065353,          0.00038175,           0.0058337,           0.0058337,           0.0058337
                 124,            0.042015,           0.0096199,           0.0011441,             0.82568,             0.84135,             0.78172,             0.33301,            0.054546,           0.0069931,           0.0012286,           0.0057948,           0.0057948,           0.0057948
                 125,            0.042568,           0.0097851,            0.001142,             0.93958,             0.88942,             0.93126,             0.51591,            0.042634,           0.0062001,          0.00050371,           0.0057557,           0.0057557,           0.0057557
                 126,            0.042604,           0.0097851,           0.0013049,              0.8887,               0.875,             0.85569,             0.46516,            0.043211,           0.0063103,           0.0004603,           0.0057166,           0.0057166,           0.0057166
                 127,            0.044107,           0.0097277,           0.0012587,             0.89935,             0.90865,             0.87508,             0.42636,            0.044144,           0.0062731,          0.00079527,           0.0056773,           0.0056773,           0.0056773
                 128,            0.042095,           0.0096517,           0.0010348,             0.71022,             0.84135,             0.75713,             0.42926,            0.044736,           0.0066657,            0.021617,           0.0056379,           0.0056379,           0.0056379
                 129,            0.044118,            0.010232,           0.0024708,             0.83732,             0.83188,             0.85121,             0.38993,             0.04513,           0.0068662,          0.00025837,           0.0055984,           0.0055984,           0.0055984
                 130,            0.043173,            0.009801,           0.0013304,             0.91053,               0.875,             0.88598,             0.46858,            0.044058,           0.0065794,          0.00074437,           0.0055589,           0.0055589,           0.0055589
                 131,            0.042312,           0.0096496,           0.0012265,             0.89124,             0.89904,              0.8911,             0.45984,            0.040902,           0.0061015,           0.0020863,           0.0055192,           0.0055192,           0.0055192
                 132,            0.040984,           0.0094438,           0.0012557,             0.88563,             0.85577,             0.85003,             0.40902,            0.046988,           0.0066363,          0.00015779,           0.0054794,           0.0054794,           0.0054794
                 133,            0.041079,           0.0096697,           0.0015549,             0.91279,             0.87019,             0.85059,             0.46963,            0.043846,           0.0060899,           0.0004355,           0.0054396,           0.0054396,           0.0054396
                 134,            0.043176,           0.0095931,           0.0013733,             0.86728,             0.88785,             0.86193,             0.45351,            0.041022,           0.0068024,          0.00056571,           0.0053997,           0.0053997,           0.0053997
                 135,            0.042376,            0.009837,           0.0010615,             0.83928,              0.9179,             0.84419,             0.44168,            0.043915,           0.0069763,          0.00095155,           0.0053597,           0.0053597,           0.0053597
                 136,            0.041801,           0.0098805,           0.0013374,             0.88198,             0.92773,             0.90187,             0.48169,            0.041942,           0.0064751,          0.00072664,           0.0053196,           0.0053196,           0.0053196
                 137,            0.041828,            0.010139,           0.0013523,             0.86312,              0.9375,             0.89461,             0.47272,            0.041943,           0.0064654,            0.001635,           0.0052795,           0.0052795,           0.0052795
                 138,            0.042669,           0.0095878,           0.0010707,             0.83507,              0.8125,             0.86444,             0.48009,            0.042647,           0.0065897,           0.0083234,           0.0052393,           0.0052393,           0.0052393
                 139,            0.042581,            0.009573,          0.00097005,              0.7892,             0.87981,             0.87339,             0.45673,            0.043526,           0.0062208,           0.0057432,           0.0051991,           0.0051991,           0.0051991
                 140,             0.04261,             0.01014,           0.0014245,             0.87567,             0.83654,             0.85046,             0.45196,             0.04539,           0.0062502,          0.00070518,           0.0051588,           0.0051588,           0.0051588
                 141,            0.042617,             0.01009,          0.00087369,             0.88041,             0.93259,             0.91475,             0.48489,            0.040292,           0.0067176,           0.0006334,           0.0051184,           0.0051184,           0.0051184
                 142,            0.041753,           0.0097631,          0.00084843,             0.87169,             0.93302,             0.91853,             0.48553,            0.039537,           0.0064492,           0.0020677,            0.005078,            0.005078,            0.005078
                 143,            0.039842,           0.0093921,           0.0011003,             0.85431,             0.83173,              0.8388,             0.29532,            0.054093,           0.0061715,            0.002248,           0.0050376,           0.0050376,           0.0050376
                 144,            0.041864,           0.0094389,           0.0014152,             0.90781,             0.90862,             0.89507,             0.46863,            0.041336,           0.0061778,          0.00012954,           0.0049971,           0.0049971,           0.0049971
                 145,            0.044836,            0.010263,           0.0026769,             0.84885,             0.91346,             0.91213,             0.45887,            0.042269,           0.0066914,          0.00053103,           0.0049566,           0.0049566,           0.0049566
                 146,            0.044479,           0.0097563,           0.0012371,             0.71494,             0.87495,              0.7854,             0.33904,            0.046145,           0.0061639,            0.020744,           0.0049161,           0.0049161,           0.0049161
                 147,            0.044892,             0.01006,           0.0015516,             0.74004,             0.81241,             0.75309,             0.34798,            0.048967,           0.0068445,            0.012387,           0.0048755,           0.0048755,           0.0048755
                 148,            0.042682,            0.010381,           0.0017339,             0.87741,             0.89875,             0.91628,             0.39393,            0.044314,           0.0066791,           0.0010308,           0.0048349,           0.0048349,           0.0048349
                 149,            0.041429,            0.010073,           0.0011452,             0.87593,             0.93269,             0.91838,             0.40085,              0.0423,            0.006467,           0.0011772,           0.0047944,           0.0047944,           0.0047944
                 150,             0.04137,           0.0097022,           0.0014431,             0.90228,             0.88431,             0.90599,             0.48072,            0.039804,           0.0061975,          0.00010501,           0.0047538,           0.0047538,           0.0047538
                 151,            0.041041,           0.0096095,          0.00084435,             0.75968,             0.82212,             0.83838,             0.35075,            0.043501,           0.0062179,            0.019724,           0.0047132,           0.0047132,           0.0047132
                 152,            0.040745,           0.0098664,          0.00081346,             0.77762,             0.89423,             0.84273,             0.46643,            0.043176,           0.0068438,           0.0046673,           0.0046726,           0.0046726,           0.0046726
