               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  31,            0.055503,            0.011854,           0.0013735,             0.11266,             0.10554,            0.048391,            0.010441,            0.058298,            0.030877,           0.0016947,            0.002464,            0.002464,            0.076964
                  32,            0.056169,            0.012416,           0.0014572,            0.090605,             0.10577,            0.056611,            0.013232,            0.053177,            0.025929,            0.001659,           0.0025356,           0.0025356,            0.076236
                  33,            0.055102,            0.011849,           0.0010781,             0.28694,             0.42428,             0.25715,             0.04753,            0.050181,            0.013036,          0.00085809,           0.0026066,           0.0026066,            0.075507
                  34,            0.054025,            0.012084,           0.0012245,             0.21682,             0.20559,            0.072799,            0.013855,            0.054284,           0.0093213,          0.00030026,           0.0026771,           0.0026771,            0.074777
                  35,            0.052801,            0.012235,           0.0012301,              0.2356,             0.32944,             0.12295,            0.018577,            0.051327,            0.013036,          0.00020556,           0.0027471,           0.0027471,            0.074047
                  36,            0.053466,            0.012343,           0.0012191,             0.18722,             0.16758,            0.071692,             0.01679,            0.050957,            0.013798,          0.00022047,           0.0028165,           0.0028165,            0.073316
                  37,            0.051517,            0.012532,           0.0011838,             0.11787,             0.21536,            0.068113,            0.017192,            0.050322,            0.021706,          0.00015691,           0.0028853,           0.0028853,            0.072585
                  38,            0.050611,             0.01208,           0.0013245,             0.15603,             0.28663,             0.08346,            0.016705,            0.055464,            0.016099,          9.6602e-05,           0.0029534,           0.0029534,            0.071853
                  39,            0.051193,             0.01209,            0.001166,             0.23566,               0.253,             0.12581,             0.02308,            0.050996,            0.010944,          8.8607e-05,            0.003021,            0.003021,            0.071121
                  40,            0.049965,            0.011602,           0.0015497,            0.082624,            0.096154,            0.044544,           0.0088537,            0.056794,            0.014803,          0.00019022,            0.003088,            0.003088,            0.070388
                  41,            0.052166,            0.011825,           0.0011719,             0.10695,             0.23443,            0.074042,            0.017179,            0.050943,            0.013695,          0.00034274,           0.0031543,           0.0031543,            0.069654
                  42,            0.050178,            0.011685,           0.0012198,              0.1616,             0.15865,             0.10916,             0.02471,            0.052577,           0.0092219,          0.00020834,             0.00322,             0.00322,             0.06892
                  43,            0.052442,            0.011701,          0.00096423,             0.29592,             0.14332,            0.085089,            0.016901,            0.054386,            0.012131,           0.0001532,            0.003285,            0.003285,            0.068185
                  44,            0.050793,            0.011715,           0.0011007,             0.12988,             0.12477,            0.053591,            0.011804,            0.056303,            0.015215,          0.00049965,           0.0033493,           0.0033493,            0.067449
                  45,            0.050087,            0.011655,           0.0011512,             0.12227,             0.19116,            0.057414,            0.012156,            0.053297,            0.011851,          0.00038254,           0.0034129,           0.0034129,            0.066713
                  46,            0.050524,            0.011751,          0.00096675,             0.25093,             0.46886,             0.21811,            0.041591,            0.047176,            0.010932,          0.00017613,           0.0034758,           0.0034758,            0.065976
                  47,            0.051783,             0.01173,           0.0011857,             0.23423,            0.072115,            0.078096,            0.017361,             0.05288,            0.017938,           0.0040125,            0.003538,            0.003538,            0.065238
                  48,             0.05088,            0.011578,           0.0010013,             0.37263,             0.32418,             0.20349,            0.051398,            0.056509,            0.011778,          0.00042261,           0.0035995,           0.0035995,              0.0645
                  49,            0.049663,            0.011613,           0.0010158,              0.4047,             0.37216,             0.30373,            0.051762,            0.050199,           0.0091886,           0.0012474,           0.0036602,           0.0036602,             0.06376
                  50,            0.049853,             0.01157,           0.0010124,             0.22854,             0.36241,             0.19403,             0.02515,            0.050718,            0.010778,          0.00030448,           0.0037202,           0.0037202,             0.06302
                  51,            0.050757,            0.011949,           0.0014413,             0.14665,             0.30105,            0.089963,            0.019731,            0.054343,            0.013991,          0.00088044,           0.0037794,           0.0037794,            0.062279
                  52,            0.051268,            0.011995,           0.0015617,             0.23507,             0.17216,            0.089792,            0.019878,            0.047465,            0.010667,          0.00042126,           0.0038379,           0.0038379,            0.061538
                  53,            0.049166,            0.011571,           0.0012078,             0.19995,             0.21027,            0.077804,           0.0097634,            0.053122,            0.016718,           0.0020549,           0.0038955,           0.0038955,            0.060796
                  54,            0.051379,            0.011459,           0.0010557,             0.18967,             0.29144,            0.086946,            0.022689,            0.050391,            0.024185,          0.00061752,           0.0039524,           0.0039524,            0.060052
                  55,            0.049953,            0.011412,           0.0008803,             0.56348,             0.16644,             0.11144,            0.015464,            0.055137,            0.013825,           0.0003789,           0.0040084,           0.0040084,            0.059308
                  56,            0.050771,            0.011302,           0.0011948,             0.11368,             0.25366,            0.085733,            0.018148,            0.053687,            0.011819,          0.00083574,           0.0040636,           0.0040636,            0.058564
                  57,            0.050337,            0.011919,           0.0011151,             0.17176,             0.28274,             0.13258,            0.027038,            0.048394,            0.010238,          0.00041241,            0.004118,            0.004118,            0.057818
                  58,            0.048351,            0.011745,          0.00083015,             0.59663,              0.0625,            0.023742,            0.005306,            0.064887,            0.025086,            0.012281,           0.0041715,           0.0041715,            0.057072
                  59,             0.04969,            0.011711,           0.0012335,             0.10525,             0.28703,             0.08515,            0.015661,            0.050601,            0.022839,          0.00033733,           0.0042242,           0.0042242,            0.056324
                  60,            0.049965,             0.01153,           0.0012362,            0.094114,             0.25343,            0.065544,            0.012912,            0.058264,            0.011795,          0.00026484,            0.004276,            0.004276,            0.055576
                  61,             0.05028,            0.011172,           0.0011772,            0.023552,             0.29625,            0.014705,           0.0032957,            0.068439,            0.022343,          0.00035099,            0.004327,            0.004327,            0.054827
                  62,            0.047842,            0.011588,          0.00098495,             0.40716,             0.40041,             0.30287,            0.058711,            0.058438,            0.011957,            0.011095,           0.0043771,           0.0043771,            0.054077
                  63,            0.047018,            0.011286,          0.00086312,             0.24758,             0.24709,             0.12765,             0.02028,            0.053455,            0.012527,           0.0071122,           0.0044262,           0.0044262,            0.053326
                  64,            0.046693,            0.011265,           0.0015392,              0.1247,             0.36264,            0.070836,            0.017522,            0.051315,            0.011637,           0.0003419,           0.0044745,           0.0044745,            0.052575
                  65,            0.047467,            0.010781,           0.0010378,             0.21113,             0.35348,             0.20268,            0.036067,            0.047851,            0.010578,          0.00027953,           0.0045219,           0.0045219,            0.051822
                  66,            0.048903,            0.010703,          0.00090085,             0.10067,             0.23385,            0.057707,            0.012892,            0.055775,            0.012088,           0.0061229,           0.0045684,           0.0045684,            0.051068
                  67,            0.046189,            0.011305,           0.0010046,             0.27092,             0.22436,             0.10243,            0.018582,            0.060138,            0.018037,           0.0052424,           0.0046139,           0.0046139,            0.050314
                  68,            0.045691,            0.011222,           0.0011384,              0.3645,             0.37706,              0.2403,            0.046434,            0.058027,            0.010563,          0.00030233,           0.0046585,           0.0046585,            0.049559
                  69,            0.047687,            0.011825,          0.00087139,             0.17815,             0.39652,             0.13246,            0.030319,            0.050464,            0.011633,          0.00027261,           0.0047022,           0.0047022,            0.048802
                  70,            0.047601,            0.011254,           0.0011424,             0.13309,             0.41529,             0.10787,             0.02471,            0.054243,            0.010659,            0.001098,           0.0047449,           0.0047449,            0.048045
                  71,            0.047122,            0.010933,          0.00083533,             0.14743,             0.12915,            0.073936,            0.012471,            0.058423,            0.009339,            0.010608,           0.0047867,           0.0047867,            0.047287
                  72,            0.050443,            0.011068,          0.00094326,             0.13719,             0.31502,            0.073463,             0.01419,            0.054947,            0.011124,           0.0020459,           0.0048275,           0.0048275,            0.046527
                  73,            0.050347,            0.011282,          0.00089012,             0.13064,             0.33425,            0.061042,             0.01047,            0.060201,            0.012331,          0.00042984,           0.0048673,           0.0048673,            0.045767
                  74,            0.046927,            0.011594,           0.0010186,             0.24526,             0.31548,             0.16157,            0.033601,            0.051251,            0.012572,          0.00024174,           0.0049062,           0.0049062,            0.045006
                  75,            0.048241,            0.011102,          0.00085692,             0.17869,             0.30848,             0.12058,            0.027134,            0.056721,            0.013598,          0.00047457,            0.004944,            0.004944,            0.044244
                  76,             0.04796,            0.010887,          0.00089663,             0.40823,             0.28633,              0.2433,            0.045857,            0.056775,            0.011388,          0.00075261,           0.0049809,           0.0049809,            0.043481
                  77,            0.046611,            0.010953,           0.0011592,            0.093199,             0.32944,            0.067794,           0.0093508,            0.055351,             0.01099,           0.0011578,           0.0050168,           0.0050168,            0.042717
                  78,            0.046667,            0.010708,            0.001062,             0.15169,             0.25298,             0.13244,             0.01917,            0.059406,            0.016032,          0.00027739,           0.0050517,           0.0050517,            0.041952
                  79,            0.046667,            0.010957,          0.00087415,             0.32925,             0.25298,             0.14248,            0.032888,              0.0562,            0.011531,          0.00057381,           0.0050857,           0.0050857,            0.041186
                  80,            0.047806,            0.010862,           0.0010847,             0.11333,             0.12454,            0.044255,           0.0069799,            0.054209,            0.010495,          0.00065918,           0.0051186,           0.0051186,            0.040419
                  81,            0.047842,            0.010999,           0.0017589,             0.13033,             0.30151,             0.11756,            0.027658,            0.049847,            0.011352,          0.00098679,           0.0051505,           0.0051505,             0.03965
                  82,            0.048118,            0.011052,           0.0023401,             0.33009,             0.21474,            0.072913,            0.015713,            0.065063,            0.027099,            0.020944,           0.0051813,           0.0051813,            0.038881
                  83,            0.050395,            0.011847,           0.0025019,              0.2493,             0.02381,            0.013464,           0.0013488,            0.072053,             0.01415,           0.0074462,           0.0052112,           0.0052112,            0.038111
                  84,            0.051295,            0.012158,           0.0018119,          0.00016251,           0.0096154,          3.6489e-05,          1.2716e-05,            0.089883,            0.028119,            0.015239,             0.00524,             0.00524,             0.03734
                  85,            0.050383,             0.01253,           0.0015466,          0.00011836,           0.0048077,          3.6113e-05,          7.2227e-06,             0.07756,            0.013293,           0.0075164,           0.0052678,           0.0052678,            0.036568
                  86,            0.049499,            0.012121,           0.0014041,          0.00027485,            0.014423,          7.4568e-05,          2.7893e-05,            0.073948,            0.010351,            0.023205,           0.0052946,           0.0052946,            0.035795
                  87,            0.048772,            0.011841,           0.0018396,             0.51277,             0.02381,           0.0011505,          0.00017275,            0.059194,            0.013597,            0.031186,           0.0053204,           0.0053204,             0.03502
                  88,            0.055935,            0.012774,           0.0017848,           0.0026494,            0.014423,          0.00033029,           8.075e-05,            0.059596,             0.15829,            0.051896,           0.0053451,           0.0053451,            0.034245
                  89,            0.055505,            0.012456,           0.0018449,            0.055497,           0.0096154,           0.0024837,           0.0006183,            0.070641,              0.2564,             0.11712,           0.0053688,           0.0053688,            0.033469
                  90,             0.05399,            0.013039,           0.0013626,          0.00041973,             0.24771,          0.00026979,            5.36e-05,            0.067603,             0.04688,            0.090526,           0.0053914,           0.0053914,            0.032691
                  91,            0.052185,            0.011651,          0.00095096,           0.0074814,           0.0048077,           0.0022109,          0.00022109,            0.078925,             0.14715,            0.083599,            0.005413,            0.005413,            0.031913
                  92,            0.050687,            0.011818,           0.0011868,             0.24817,           0.0048077,           0.0098673,           0.0019735,              0.0802,             0.13153,            0.086758,           0.0054336,           0.0054336,            0.031134
                  93,            0.052287,            0.011837,           0.0012098,            0.090055,            0.014423,           0.0056878,          0.00076501,            0.096103,            0.032682,            0.052813,           0.0054531,           0.0054531,            0.030353
                  94,            0.052549,            0.011523,           0.0011693,             0.52311,            0.047619,           0.0067515,           0.0013911,            0.081952,             0.01518,            0.038594,           0.0054716,           0.0054716,            0.029572
                  95,             0.04949,            0.012049,            0.001563,             0.22803,              0.1669,            0.034126,           0.0068833,            0.068393,            0.014634,            0.029154,           0.0054891,           0.0054891,            0.028789
                  96,            0.047192,            0.011469,           0.0013766,            0.059649,             0.19048,            0.034149,           0.0042426,             0.07151,           0.0090458,            0.037024,           0.0055055,           0.0055055,            0.028005
                  97,            0.046977,             0.01145,           0.0012316,             0.23757,             0.24775,             0.19729,            0.028215,            0.054469,            0.010199,          0.00030429,           0.0055208,           0.0055208,            0.027221
                  98,            0.046937,            0.011106,           0.0011382,             0.18386,             0.35783,             0.15845,            0.030733,            0.056146,           0.0095036,           0.0035702,           0.0055352,           0.0055352,            0.026435
                  99,            0.046418,            0.010803,          0.00084536,              0.1362,             0.30911,            0.088312,            0.016097,            0.050198,            0.010185,           0.0020668,           0.0055485,           0.0055485,            0.025648
                 100,            0.046091,            0.010704,           0.0008504,             0.16826,             0.28205,            0.085836,            0.013811,            0.056707,           0.0088976,           0.0021166,           0.0055607,           0.0055607,            0.024861
                 101,            0.046118,            0.011147,           0.0010751,             0.26662,             0.40591,             0.22199,            0.041934,             0.04835,           0.0095677,          0.00016108,           0.0055719,           0.0055719,            0.024072
                 102,            0.045252,            0.010652,           0.0015823,             0.31247,               0.205,             0.19297,            0.044685,            0.049572,             0.00988,          0.00015258,           0.0055821,           0.0055821,            0.023282
                 103,            0.044139,             0.01055,           0.0012502,             0.16817,              0.4011,             0.15267,            0.033492,            0.049216,            0.010019,           0.0003696,           0.0055912,           0.0055912,            0.022491
                 104,            0.045298,            0.010643,           0.0011592,              0.2108,             0.22505,             0.10913,            0.022507,            0.050904,           0.0088137,          0.00054781,           0.0055993,           0.0055993,            0.021699
                 105,            0.046734,            0.010604,          0.00094648,              0.2695,             0.32486,              0.2131,            0.042966,            0.051187,           0.0092798,           0.0017381,           0.0056064,           0.0056064,            0.020906
                 106,            0.044983,            0.010462,          0.00084358,             0.15965,              0.4304,             0.17254,            0.033318,            0.049918,           0.0094189,           0.0001487,           0.0056124,           0.0056124,            0.020112
                 107,            0.046337,            0.010623,          0.00091807,             0.19557,             0.15272,             0.11092,            0.024366,            0.050675,           0.0097467,          0.00017282,           0.0056175,           0.0056175,            0.019317
                 108,            0.047725,             0.01048,            0.001332,             0.11599,              0.3679,             0.11407,             0.02512,            0.051831,           0.0099764,          0.00010675,           0.0056215,           0.0056215,            0.018521
                 109,            0.046185,            0.010955,           0.0010638,             0.11821,             0.20078,            0.092757,            0.021853,            0.052693,            0.010952,          0.00043912,           0.0056245,           0.0056245,            0.017724
                 110,             0.04674,            0.010439,          0.00086279,             0.13614,             0.31525,            0.099946,            0.020709,            0.053045,            0.010357,          0.00022171,           0.0056264,           0.0056264,            0.016926
                 111,            0.044641,            0.010741,           0.0009269,               0.189,             0.39629,             0.13283,             0.02497,            0.049299,             0.01135,          0.00011082,           0.0056274,           0.0056274,            0.016127
                 112,            0.043797,            0.010526,           0.0010093,             0.14199,             0.15818,            0.090181,             0.01379,            0.050749,            0.010552,          0.00068744,           0.0056274,           0.0056274,            0.015327
                 113,             0.04244,            0.010435,          0.00086255,             0.31692,             0.25298,              0.1472,            0.030362,            0.053273,           0.0095186,           0.0018589,           0.0056263,           0.0056263,            0.014526
                 114,            0.043865,            0.010369,          0.00085499,             0.16777,             0.23407,            0.086837,            0.023967,            0.050567,             0.01038,          0.00034496,           0.0056243,           0.0056243,            0.013724
                 115,             0.04365,            0.010297,          0.00087444,             0.13236,             0.38233,             0.12016,            0.025935,            0.050845,            0.010212,          0.00014643,           0.0056213,           0.0056213,            0.012921
                 116,             0.04438,            0.010237,          0.00068905,             0.27109,             0.30105,             0.17709,            0.031333,            0.050599,           0.0091069,          0.00028346,           0.0056173,           0.0056173,            0.012117
                 117,            0.045746,            0.010103,           0.0010899,             0.11681,             0.13924,            0.069536,            0.020615,            0.049759,           0.0094969,          0.00034139,           0.0056124,           0.0056124,            0.011312
                 118,            0.043868,            0.010299,          0.00088623,             0.15444,             0.34913,             0.13954,            0.023969,            0.052015,           0.0096934,          0.00015895,           0.0056065,           0.0056065,            0.010506
                 119,            0.043387,            0.010775,           0.0010768,             0.18689,             0.15339,            0.095625,             0.02582,            0.051347,            0.015052,          0.00049132,           0.0055996,           0.0055996,           0.0096996
                 120,            0.043222,            0.010113,           0.0010563,             0.16997,             0.12454,            0.068184,            0.015597,            0.052763,            0.011684,          0.00030879,           0.0055917,           0.0055917,           0.0088917
                 121,            0.042013,            0.010538,           0.0011972,             0.12115,             0.12466,             0.10063,            0.024812,            0.055072,            0.010133,           0.0022892,           0.0055829,           0.0055829,           0.0080829
                 122,            0.042927,            0.010125,          0.00091657,             0.14853,             0.10565,            0.063781,            0.013651,            0.054814,           0.0098574,           0.0013983,           0.0055732,           0.0055732,           0.0072732
                 123,            0.043809,            0.010367,          0.00076813,             0.37499,             0.41477,             0.29826,            0.045303,            0.055836,            0.010236,          0.00060655,           0.0055626,           0.0055626,           0.0064626
                 124,            0.042744,            0.010168,          0.00080066,             0.16008,             0.37723,             0.12184,            0.022775,            0.053687,           0.0095245,          0.00040331,            0.005551,            0.005551,            0.005651
                 125,            0.043397,            0.010439,          0.00095196,               0.152,             0.27178,             0.11828,            0.028095,            0.058882,            0.010457,            0.002196,              0.0055,              0.0055,              0.0055
                 126,            0.042212,            0.010062,          0.00073952,             0.33485,             0.31962,             0.27098,             0.06044,            0.051471,           0.0098736,           0.0021555,              0.0055,              0.0055,              0.0055
                 127,            0.041859,            0.010573,          0.00083289,             0.25765,             0.40156,             0.24039,            0.053182,            0.049407,           0.0094844,          0.00073753,           0.0054435,           0.0054435,           0.0054435
                 128,            0.041811,           0.0099536,          0.00069797,             0.25935,             0.38233,             0.17001,            0.031834,            0.049731,            0.010067,          0.00084593,           0.0053869,           0.0053869,           0.0053869
                 129,            0.041455,           0.0099045,          0.00077202,             0.33585,             0.25321,             0.15518,            0.024415,            0.051072,            0.010241,           0.0004381,           0.0053304,           0.0053304,           0.0053304
                 130,            0.040878,           0.0097643,          0.00067779,             0.52441,             0.13851,             0.14105,            0.030474,            0.051994,            0.010019,          0.00096624,           0.0052739,           0.0052739,           0.0052739
                 131,            0.041231,           0.0096852,           0.0010797,             0.18232,              0.3222,             0.11345,            0.025787,            0.049812,           0.0098971,          0.00044944,           0.0052174,           0.0052174,           0.0052174
                 132,            0.039516,            0.010147,           0.0014603,             0.23421,             0.21474,             0.11108,            0.014667,            0.060185,            0.012711,          0.00023075,            0.005161,            0.005161,            0.005161
                 133,            0.040688,           0.0096321,           0.0010245,             0.30508,             0.31021,             0.20032,            0.036284,            0.054123,            0.010361,          0.00034371,           0.0051047,           0.0051047,           0.0051047
                 134,            0.041609,           0.0098203,           0.0013118,             0.28453,             0.17193,            0.097801,            0.017509,            0.051133,            0.011509,          0.00015915,           0.0050484,           0.0050484,           0.0050484
                 135,            0.041429,            0.009893,           0.0011085,             0.21058,             0.12815,            0.079272,            0.017802,            0.049459,            0.010444,          0.00026005,           0.0049921,           0.0049921,           0.0049921
                 136,            0.041567,            0.009605,          0.00092313,             0.15267,              0.3821,            0.094791,            0.020511,            0.058345,           0.0097617,          0.00092637,            0.004936,            0.004936,            0.004936
                 137,            0.040288,           0.0098036,          0.00081996,             0.34415,              0.3244,             0.25102,            0.042251,            0.046503,            0.010998,          0.00018473,           0.0048799,           0.0048799,           0.0048799
                 138,            0.041832,           0.0096565,          0.00096201,             0.11142,             0.21085,            0.091697,            0.024407,            0.049879,            0.010929,          0.00013902,            0.004824,            0.004824,            0.004824
                 139,            0.041575,            0.009773,          0.00059166,             0.29307,             0.25271,             0.17828,            0.029743,            0.052804,            0.010431,          0.00017765,           0.0047681,           0.0047681,           0.0047681
                 140,             0.03965,           0.0096934,          0.00086975,             0.42448,             0.24863,             0.23143,            0.046352,            0.046166,           0.0094907,          0.00014452,           0.0047124,           0.0047124,           0.0047124
                 141,            0.040552,            0.009524,          0.00080569,             0.31836,             0.13874,             0.09615,            0.019725,            0.049199,            0.010002,          0.00018995,           0.0046568,           0.0046568,           0.0046568
                 142,             0.03953,           0.0094967,           0.0007723,             0.15769,             0.28228,            0.084701,            0.017513,            0.054967,            0.009249,           0.0022225,           0.0046013,           0.0046013,           0.0046013
                 143,             0.03875,           0.0092596,          0.00068553,             0.13555,              0.2484,             0.12022,            0.025708,            0.066547,            0.011783,            0.011009,            0.004546,            0.004546,            0.004546
                 144,            0.038505,           0.0096273,          0.00059863,             0.15709,             0.21497,            0.075478,            0.016482,            0.063169,            0.011434,           0.0035344,           0.0044908,           0.0044908,           0.0044908
                 145,            0.038615,           0.0090204,          0.00070467,             0.27719,              0.2484,             0.14977,            0.029786,            0.052912,           0.0099823,          0.00017632,           0.0044358,           0.0044358,           0.0044358
                 146,            0.038603,            0.009003,          0.00067497,             0.33496,             0.15797,              0.1476,             0.03987,            0.048971,           0.0098821,          0.00018159,           0.0043809,           0.0043809,           0.0043809
                 147,            0.037105,            0.009143,          0.00054942,             0.42576,             0.52999,             0.37389,            0.057481,            0.052864,           0.0099226,          0.00014844,           0.0043262,           0.0043262,           0.0043262
                 148,            0.038437,           0.0089155,          0.00071962,             0.46039,             0.26717,             0.23017,             0.03711,            0.049057,            0.010605,           0.0040447,           0.0042717,           0.0042717,           0.0042717
                 149,            0.037443,           0.0093419,          0.00053668,             0.35738,             0.15774,             0.12183,            0.020573,            0.050142,           0.0096239,           0.0010287,           0.0042174,           0.0042174,           0.0042174
                 150,            0.037663,           0.0092802,          0.00097631,              0.2629,             0.13393,             0.11535,            0.024094,             0.05075,            0.010321,          0.00018653,           0.0041633,           0.0041633,           0.0041633
                 151,            0.035965,           0.0088704,          0.00078335,             0.41829,             0.29144,             0.21993,            0.037952,             0.05089,           0.0098456,          0.00012912,           0.0041094,           0.0041094,           0.0041094
                 152,            0.035627,           0.0091164,          0.00074844,             0.38519,             0.36261,             0.27785,            0.064773,            0.051171,           0.0099847,          0.00015306,           0.0040558,           0.0040558,           0.0040558
                 153,            0.037059,           0.0091107,          0.00079203,             0.30243,             0.26259,             0.19441,            0.034582,            0.052875,            0.011049,          0.00017162,           0.0040023,           0.0040023,           0.0040023
                 154,            0.037605,           0.0087561,          0.00097789,             0.40364,             0.28119,             0.23833,            0.053532,            0.051546,           0.0098725,          0.00018573,           0.0039491,           0.0039491,           0.0039491
                 155,            0.036653,           0.0089018,          0.00076958,              0.2282,              0.2342,             0.10806,            0.023214,             0.05181,            0.010605,          0.00016393,           0.0038961,           0.0038961,           0.0038961
                 156,            0.036381,           0.0091925,          0.00078051,             0.25968,             0.23901,             0.15018,            0.033104,            0.049574,            0.010188,          0.00019448,           0.0038434,           0.0038434,           0.0038434
                 157,            0.036939,           0.0087755,          0.00056835,             0.20266,             0.25347,             0.12544,            0.028642,            0.049206,           0.0099618,          0.00012156,            0.003791,            0.003791,            0.003791
